date,open,high,low,close,I31000150F,I31000160F,I31000170F,I31000300F,I31000330F,turnover,I310006300,I310006400,I310001200,I310020032,I310020132,I310020232,I310020332,I310020432,I310020532,I310020632,I310020732,I310020832,net_priv_fund,I310021032,I310021132,I310021232,net_foreign,I310024132,gap,priv_fund_ratio,factor_rank,position,strategy_ret,strategy_net,equity
2023-12-05,2390.21,2422.26,2351.77,2373.56,-1.11,4.46,-4.32,2396.72,2369.84,15610257019000,1310055068,1189377166,27.4567505823319,-297348,-255153,-4228,-23149,-444,-36117,60324,-16257,172120,140637,847,141484,-155864,-38581,-40992,-0.004149706062487255,8.10831559792421e-09,0.7166666666666667,0.0,-0.0,-0.0,0.9645643025846615
2023-12-06,2382.97,2413.46,2357.51,2380.0,0.27,-0.47,-3.44,2392.7,2372.88,14715769070000,1268744736,1188194849,27.4814206880827,287589,284444,-13942,883,-2067,1213,-44029,-10110,-149242,-130192,1954,-128237,159351,61085,-40992,0.003964509007566632,-7.805920886323896e-09,0.38333333333333336,0.0,0.0,0.0,0.9645643025846615
2023-12-07,2378.95,2405.82,2343.11,2371.78,-0.35,1.11,-3.24,2383.82,2375.36,15047785612000,1221787242,1185646622,27.439378805055,-206323,-213647,-4006,-30125,-3038,-3446,33858,9650,307983,-113537,2228,-111310,-317632,14083,-40992,-0.00044117647058831175,-7.162950290079778e-09,0.4166666666666667,0.0,-0.0,-0.0,0.9645643025846615
2023-12-08,2389.81,2425.5,2366.54,2402.75,1.31,3.6,-2.06,2385.65,2380.16,15421453822000,1224548266,1192028782,27.462177352361,640487,401986,2323,50327,-2330,4667,105788,-14682,-980620,369570,-14755,354814,995302,77728,-40992,0.007601885503714402,2.3391892480844855e-08,0.9,0.0,0.0,0.0,0.9645643025846615
2023-12-11,2413.13,2437.86,2381.83,2412.86,0.42,4.6,-1.91,2388.19,2386.06,14532050104000,1223429689,1202621510,27.4840057446809,271046,190934,-21657,2673,-288,6363,50466,-5873,-209398,-54514,-1261,-55775,215272,42557,-40992,0.00432004994277395,-3.61847488830866e-09,0.48333333333333334,0.0,0.0,0.0,0.9645643025846615
2023-12-12,2420.07,2450.06,2398.37,2424.87,0.5,5.12,-0.61,2398.45,2391.08,15535412648000,1258189469,1220007878,27.5226714710598,664593,717491,30824,-17556,-3348,1906,-35910,-2895,-713757,53004,-944,52059,716652,-28815,-40992,0.0029881551353994995,3.5217448088639286e-09,0.65,0.0,0.0,0.0,0.9645643025846615
2023-12-13,2419.24,2441.82,2385.92,2401.92,-0.95,4.67,-1.32,2402.84,2392.44,15245651637000,1291260862,1231357271,27.5483397057106,42595,49842,2028,-56396,-3024,-12728,84767,24120,133839,-199203,-1351,-200553,-157959,-21894,-40992,-0.00232177395076854,-1.314309928042521e-08,0.21666666666666667,0.0,-0.0,-0.0,0.9645643025846615
2023-12-14,2438.27,2471.78,2395.33,2434.24,1.35,4.73,-1.51,2415.33,2395.21,23993653219000,1367479793,1242806906,27.56454656997,1001317,545486,42653,154476,-713,7469,201015,-7091,-1732044,739653,-1836,737817,1739134,50932,-40992,0.015133726352251494,4.3648561690338316e-08,0.9666666666666667,0.0,0.0,0.0,0.9645643025846615
2023-12-15,2447.8,2485.63,2416.15,2449.45,0.62,3.15,-1.78,2424.67,2399.7,21711159824000,1417496189,1261100806,27.6777869928319,339440,277281,4447,10045,-2322,10536,69473,-31417,-1267801,967024,-7246,959777,1299217,-30021,-40992,0.005570527146049856,5.3122721384887006e-08,0.9833333333333333,-1.0,-0.005570527146049856,-0.007070527146049856,0.957744324499126
2023-12-18,2456.81,2483.86,2426.46,2453.78,0.18,3.99,-0.5,2432.85,2403.37,18253323578000,1385430873,1265402585,27.5302699888699,-117704,-157340,-25787,21214,-10858,-1965,70404,-30382,-111048,259092,41,259134,141430,-13372,-40992,0.0030047561697524455,1.3673959539571716e-08,0.7666666666666667,-1.0,-0.0030047561697524455,-0.004504756169752445,0.9534299198442933
2023-12-19,2451.3,2484.42,2427.49,2460.28,0.26,4.26,0.34,2439.93,2406.57,19290812359000,1371948279,1276874513,27.5368917721974,108053,104237,-19100,-23680,-5847,-4888,55371,-60217,30124,-78351,391,-77959,30092,1960,-40992,-0.0010106855545321985,-3.9774261487018385e-09,0.4,0.0,-0.0,-0.0,0.9534299198442933
2023-12-20,2478.73,2520.38,2456.69,2498.23,1.54,4.95,1.95,2459.2,2411.64,20493319530000,1418207499,1294802981,27.6205325658841,1141109,1121919,-2817,-1944,-3347,-15818,29657,-61825,-1541885,471198,-8598,462601,1603710,13462,-40992,0.007499146438616668,2.271002970956722e-08,0.8333333333333334,0.0,0.0,0.0,0.9534299198442933
2023-12-21,2482.23,2520.73,2456.26,2487.74,-0.42,3.81,3.41,2469.9,2416.15,19934104343000,1433175393,1312137751,27.7317279891008,-98244,23946,22,-16589,234,-6804,-36877,-18745,40809,74800,1379,76179,-22065,-62177,-40992,-0.006404534410362536,3.751904054917411e-09,0.5833333333333334,0.0,-0.0,-0.0,0.9534299198442933
2023-12-22,2505.3,2529.65,2467.62,2487.31,-0.02,3.77,3.74,2477.47,2421.43,17950558502000,1398079874,1328281098,27.8115398857275,406513,367976,-16219,6374,-6931,-10211,33825,3522,-495512,86084,-604,85478,491990,31700,-40992,0.007058615450167783,4.48718197194102e-09,0.5833333333333334,0.0,0.0,0.0,0.9534299198442933
2023-12-25,2505.3,2529.65,2467.62,2487.31,-0.02,3.77,3.74,2477.47,2421.43,17950558502000,1398079874,1328281098,27.8115398857275,406513,367976,-16219,6374,-6931,-10211,33825,3522,-495512,86084,-604,85478,491990,31700,-40992,0.00723271325246963,4.501389995157904e-09,0.5833333333333334,0.0,0.0,0.0,0.9534299198442933
2023-12-26,2496.89,2522.54,2459.73,2489.24,0.08,4.52,5.93,2484.56,2427.02,18706571761000,1457780071,1344504292,27.9215727669446,937937,982890,5322,-8445,55,-10986,2090,-64607,-966541,97280,-4068,93212,1031149,-32990,-40992,0.0038515504701866383,5.118108312795453e-09,0.6,0.0,0.0,0.0,0.9534299198442933
2023-12-27,2485.33,2534.18,2458.91,2506.51,0.69,5.43,6.33,2493.81,2432.23,20566387747000,1472181496,1353093578,27.956062682554,-522800,-418552,-44519,9860,-28180,-11899,31796,-93932,148862,467991,-119,467872,-54928,-61307,-40992,-0.0015707605534218696,2.4603088598313617e-08,0.8666666666666667,0.0,-0.0,-0.0,0.9534299198442933
2023-12-28,2510.23,2554.32,2487.51,2541.27,1.39,5.78,7.8,2502.41,2439.29,17026525033851,1437342184,1353888820,27.9870925066512,645389,738443,2469,36959,-12503,-172807,65101,-16932,-1385969,767220,-9707,757512,1402901,-12272,-40992,0.0014841353116483874,4.1606019219867265e-08,0.9333333333333333,0.0,0.0,0.0,0.9534299198442933
2023-12-29,2510.23,2554.32,2487.51,2541.27,1.39,5.78,7.8,2502.41,2439.29,17026525033851,1437342184,1353888820,27.9870925066512,645389,738443,2469,36959,-12503,-172807,65101,-16932,-1385969,767220,-9707,757512,1402901,-12272,-40992,-0.01221436525831571,4.202721553613192e-08,0.9333333333333333,-1.0,0.01221436525831571,0.01071436525831571,0.9636453162537116
2024-01-01,2510.23,2554.32,2487.51,2541.27,1.39,5.78,7.8,2502.41,2439.29,17026525033851,1437342184,1353888820,27.9870925066512,645389,738443,2469,36959,-12503,-172807,65101,-16932,-1385969,767220,-9707,757512,1402901,-12272,-40992,-0.01221436525831571,4.2457026984104196e-08,0.9333333333333333,-1.0,0.01221436525831571,0.01071436525831571,0.973970164151519
2024-01-02,2531.07,2587.16,2505.22,2559.33,0.71,6.92,8.57,2516.73,2446.44,17721873284485,1381446846,1350972319,28.0701491177231,55112,166053,-13582,-53172,-3428,-10648,-46573,-8675,-398580,360161,-8017,352144,407254,16462,-40992,-0.004013741160915534,2.015048229789541e-08,0.75,-1.0,0.004013741160915534,0.002513741160915534,0.9764184730426504
2024-01-03,2533.34,2560.04,2482.55,2502.29,-2.23,4.54,6.15,2519.73,2451.88,19949317929363,1415478126,1363900614,27.8353307769741,-1454953,-1245727,-14594,-80957,-2717,-2085,-7491,-20693,1637257,-168397,6787,-161609,-1616564,-101380,-40992,-0.010155001504299868,-9.487073013068616e-09,0.25,0.0,-0.0,-0.0,0.9764184730426504
2024-01-04,2484.3,2525.01,2452.73,2482.66,-0.78,3.44,8.1,2518.41,2456,18565972681925,1480988726,1386907340,27.8432987965616,-868096,-620393,-18493,-104132,-2744,-301,-39623,3181,883836,-17960,-960,-18921,-887017,-82408,-40992,-0.0071894144963212826,-9.94570685548787e-10,0.35,0.0,-0.0,-0.0,0.9764184730426504
2024-01-05,2483.25,2519.05,2453.49,2482.77,0,4.6,8.47,2513.66,2461.46,18075457224066,1463023496,1391335685,27.8271544684413,-401700,-194326,-4413,1585,-647,-55027,-89452,4682,298633,90400,7986,98386,-303314,-59419,-40992,0.0002376483288086752,4.948590161325257e-09,0.5,0.0,0.0,0.0,0.9764184730426504
2024-01-08,2491.26,2521.27,2453.74,2475.05,-0.31,3.01,7.6,2500.42,2466.22,16641014675403,1458788896,1401399860,27.8319975132338,-488770,-268455,1046,-52615,-584,-9143,-73152,-25885,359612,150033,5010,155043,-333727,-85866,-40992,0.0034195676603149855,8.247773642483053e-09,0.55,0.0,0.0,0.0,0.9764184730426504
2024-01-09,2503.32,2527.88,2447.61,2469.42,-0.23,2.77,7.35,2482.44,2471.1,19354571219091,1548417860,1432629973,27.7035965980462,65122,268329,14544,-7287,3631,-8846,-110755,-56671,-200815,190674,1690,192363,257486,-94494,-40992,0.01142199147491969,1.0297092039326018e-08,0.6166666666666667,0.0,0.0,0.0,0.9764184730426504
2024-01-10,2472.6,2497.33,2423.32,2447.14,-0.9,1.85,6.96,2471.41,2473.32,18799057810973,1592701810,1455939000,27.6206156464712,-187027,-48739,3130,-27071,-5000,-20894,-69787,-201219,651408,-264313,1151,-263162,-450189,-18666,-40992,0.0012877517797700822,-1.4453431209390782e-08,0.13333333333333333,0.0,0.0,0.0,0.9764184730426504
2024-01-11,2447.18,2486.9,2420.13,2448.3,0.05,1.47,4.95,2464.54,2475.09,20738762933664,1664527540,1497181803,27.6832672493454,-2941400,-327163,30019,80977,-2695459,-2200,-47926,9444,559106,2371340,1511,2372851,-568550,20350,-40992,1.6345611611907624e-05,1.2666215047036318e-07,1.0,0.0,0.0,0.0,0.9764184730426504
2024-01-12,2444.68,2474.44,2404.3,2428.09,-0.83,0.13,2.6,2453.6,2475.25,17671644482265,1740033176,1511796612,27.741621208804,-369851,-179976,-3159,-66717,3562,-2844,-61676,-6349,765630,-388571,-859,-389430,-759281,-59040,-40992,-0.0014785769717764756,-2.0844953965740612e-08,0.08333333333333333,-1.0,0.0014785769717764756,-2.1423028223524444e-05,0.9763975552021444
2024-01-15,2428.19,2462.23,2395.57,2428.62,0.02,-0.85,3.69,2444.31,2476.59,16557182296484,1803961350,1529574982,27.8609280283855,-6810,174015,-5823,-68969,6776,-5883,-103982,-14210,52671,-37938,6287,-31650,-38461,-2945,-40992,4.118463483639776e-05,-2.037022308788506e-09,0.31666666666666665,1.0,4.118463483639776e-05,-0.0014588153651636023,0.9749731714461074
2024-01-16,2416.1,2448.24,2378.03,2400.17,-1.17,-2.01,3.4,2430.46,2474.88,17556254119711,1772262289,1533825597,27.7438559836259,-336929,-261313,-1541,-31166,6455,-827,-80068,-13922,546188,-197918,2580,-195338,-532266,31531,-40992,-0.005155191013826775,-1.0836164666202348e-08,0.16666666666666666,0.0,-0.0,-0.0,0.9749731714461074
2024-01-17,2405.59,2421.48,2325.77,2339.59,-2.52,-4.49,-0.42,2408.95,2469.39,19763117024296,1827833347,1558523289,27.7460019568431,-3575,116830,3619,-18279,8115,-4303,-80395,52517,1014250,-1065941,2749,-1063192,-1066767,-29162,-40992,0.002258173379385657,-5.775144127123172e-08,0.016666666666666666,0.0,0.0,0.0,0.9749731714461074
2024-01-18,2341.92,2386.75,2311.56,2349.59,0.43,-4.25,-0.02,2389.21,2464.18,17351118563363,1730513377,1583452429,27.8196727014707,57816,14736,15458,15243,4874,3304,-19536,20111,-53220,-30937,6229,-24708,33108,23738,-40992,0.0009959009911992816,-1.7400021295344038e-09,0.31666666666666665,1.0,0.0009959009911992816,-0.0005040990088007184,0.9744816884367741
2024-01-19,2379.03,2421.27,2342.13,2383.44,1.44,-3.12,3.58,2380.28,2460.34,19985456106628,1713987524,1597306423,28.0958855424919,-61057,-293,3983,-10679,818,-6719,-55840,-55957,-629465,746771,-292,746479,685422,7671,-40992,0.012529845632642313,4.093549993677845e-08,0.8666666666666667,0.0,0.0,0.0,0.9744816884367741
2024-01-22,2406.29,2432.08,2357.14,2380.49,-0.12,-4.29,5.14,2370.66,2454.45,20780600941964,1699516663,1599902273,28.2083571509631,63176,27565,-15727,38737,1764,-9404,22290,-53882,-258013,253295,-4575,248719,311894,-2050,-40992,0.009586983519618664,1.3270335558540967e-08,0.65,0.0,0.0,0.0,0.9744816884367741
2024-01-23,2390.24,2429.34,2352.45,2393.71,0.56,-3.76,6.59,2369.36,2449.75,19311969297182,1709806494,1602983372,28.2648557204135,200060,134124,-429,6816,-483,-345,65821,4124,-295947,93223,-1459,91764,291824,-5445,-40992,0.0040957954034673534,4.7958036033695995e-09,0.45,0.0,0.0,0.0,0.9744816884367741
2024-01-24,2393.81,2421.22,2347.51,2381.9,-0.49,-4.24,4.66,2377.83,2444.48,17041904987460,1615650293,1612915894,28.2249071320187,-142190,-43571,3944,-50429,942,-5023,-6446,-87483,314404,-85156,423,-84733,-226922,-41606,-40992,4.177615500620754e-05,-4.506989183099333e-09,0.21666666666666667,0.0,0.0,0.0,0.9744816884367741
2024-01-25,2380.9,2416.79,2338.47,2379.03,-0.12,-4.35,5.33,2383.71,2438.97,18864202404773,1574724203,1612688462,28.2936597763963,141258,100360,3359,-10264,6216,10633,36037,-29375,-94499,-17883,500,-17383,123874,-5082,-40992,-0.0004198329065032117,-9.31560212274898e-10,0.31666666666666665,0.0,-0.0,-0.0,0.9744816884367741
2024-01-26,2366.34,2426.36,2347.47,2389.72,0.45,-4,8.96,2384.97,2433.13,17781719142100,1514333169,1607844341,28.1788122592123,45944,-53017,3454,29957,-35,-3645,39249,-7689,-621355,585260,-2159,583100,629045,29982,-40992,-0.0053341067577962675,3.1203749404774906e-08,0.8333333333333334,0.0,-0.0,-0.0,0.9744816884367741
2024-01-29,2401.15,2456.06,2359.81,2401.93,0.51,-5.48,9.19,2389.26,2426.16,20632399319355,1493021500,1613822102,28.3769412171883,10368,-68632,30158,26152,-716,-5476,58782,-49922,-274941,316786,-2292,314494,324864,-29900,-40992,0.004782987128199242,1.691651036748424e-08,0.7333333333333333,0.0,0.0,0.0,0.9744816884367741
2024-01-30,2419.72,2457.14,2372.31,2400.35,-0.07,-5.55,8.76,2390.59,2418.21,18047055011717,1464272590,1623689808,28.3648135735248,58229,58433,-2738,-20536,-6805,-3659,37402,-5671,-90088,35572,1959,37531,95759,-3868,-40992,0.007406543904276963,1.9255736266521972e-09,0.38333333333333336,0.0,0.0,0.0,0.9744816884367741
2024-01-31,2385.51,2431.05,2347.49,2383.43,-0.7,-6.21,9.6,2390.89,2412.27,16943839271866,1452246203,1622107913,28.3305741795354,-129774,38838,-13709,-43748,840,-5838,-15997,-9352,109711,30838,-1424,29414,-100359,-90161,-40992,-0.006182431728706102,1.6710882361972258e-09,0.36666666666666664,0.0,-0.0,-0.0,0.9744816884367741
2024-02-01,2376.95,2450.89,2349.07,2419.14,1.5,-4.81,9.96,2398.91,2409.09,20836830413499,1483786985,1613388026,28.4602025759201,85682,237096,-11760,7155,991,-1341,-115686,-79142,-1176023,1175919,-6437,1169481,1255164,-30774,-40992,-0.002718770847056561,6.238837020737313e-08,0.9833333333333333,0.0,-0.0,-0.0,0.9744816884367741
2024-02-02,2441.09,2512.75,2409.08,2490.42,2.95,-2.69,10.72,2419.05,2409.48,22116458616933,1505091983,1618361463,28.6814453702547,741292,567509,7049,59103,-13191,-3011,107812,-95207,-2574995,1936842,-7934,1928909,2670201,16021,-40992,0.009073472391015101,9.824047193863379e-08,0.9833333333333333,-1.0,-0.009073472391015101,-0.010573472391015101,0.964178033208538
2024-02-05,2484.65,2514.66,2421.09,2464.02,-1.06,-0.76,8.44,2431.47,2408.93,19426018419910,1473508631,1617502036,28.5746669332915,-924070,-1014775,-23603,949,9399,-4458,96851,7821,879267,35457,1526,36983,-887088,11568,-40992,-0.0023168782775596013,1.8207315671836764e-09,0.35,-1.0,0.0023168782775596013,0.0008168782775596012,0.9649656492995661
2024-02-06,2454.46,2498.78,2411.11,2455.56,-0.34,-1.1,2.69,2442.51,2408.23,18896954259292,1424503880,1592711313,28.6673465920777,-340342,-78999,-45947,-61147,-3977,-1431,-75026,1372,56232,286583,-3843,282739,-57603,-73815,-40992,-0.0038798386376733733,1.4588816196288509e-08,0.65,0.0,-0.0,-0.0,0.9649656492995661
2024-02-07,2465.82,2525.65,2437.44,2483.85,1.15,0.04,5.89,2462.6,2410.07,20025128478741,1390850171,1571645004,28.6887321621445,520969,584464,-7855,-57123,378,2712,-19875,-68554,-943061,493882,-3236,490647,1011616,18268,-40992,0.0041782729805014815,2.4376861910858368e-08,0.7833333333333333,0.0,0.0,0.0,0.9649656492995661
2024-02-08,2495.14,2536.42,2456.07,2498.15,0.58,0.93,7.71,2478.4,2412.56,21368677514956,1329945058,1529742406,28.6445761938191,302909,78817,-6057,40576,1377,2226,88861,-939,-794857,498240,-5353,492888,795797,97110,-40992,0.004545363045272446,2.44635255276201e-08,0.8,0.0,0.0,0.0,0.9649656492995661
2024-02-09,2495.14,2536.42,2456.07,2498.15,0.58,0.93,7.71,2478.4,2412.56,21368677514956,1329945058,1529742406,28.6445761938191,302909,78817,-6057,40576,1377,2226,88861,-939,-794857,498240,-5353,492888,795797,97110,-40992,-0.0012048916197987384,2.4644494806160922e-08,0.8166666666666667,0.0,-0.0,-0.0,0.9649656492995661
2024-02-12,2495.14,2536.42,2456.07,2498.15,0.58,0.93,7.71,2478.4,2412.56,21368677514956,1329945058,1529742406,28.6445761938191,302909,78817,-6057,40576,1377,2226,88861,-939,-794857,498240,-5353,492888,795797,97110,-40992,-0.0012048916197987384,2.417980755213767e-08,0.75,0.0,-0.0,-0.0,0.9649656492995661
2024-02-13,2520.07,2568.74,2485.75,2531.35,1.33,4.25,10.31,2486.59,2417.72,23673490336506,1316507875,1512480138,28.6935563179085,316120,592260,-33452,-66934,-2962,1016,-90644,-40750,-1325944,1064249,-13675,1050573,1366694,-83162,-40992,0.008774493124912464,4.9360068724907785e-08,0.9333333333333333,0.0,0.0,0.0,0.9649656492995661
2024-02-14,2492.45,2540.9,2463.35,2509.04,-0.88,3.33,7.94,2495.59,2421.74,20918465476338,1339592367,1501409790,28.5513702187253,-581982,-562182,-24765,-25762,-2154,-829,32363,9066,576942,-4047,22,-4027,-586009,1347,-40992,-0.015367294131589899,-1.8615799892642954e-10,0.31666666666666665,-1.0,0.015367294131589899,0.0138672941315899,0.9783471117852837
2024-02-15,2532.4,2560.92,2479.48,2503.47,-0.22,3.08,5.42,2505.17,2426.91,20519829489501,1424657842,1505810201,28.4328427904922,-37257,68740,-18818,-9252,-1092,3881,-6945,27665,141398,-124343,-7462,-131806,-169063,-73771,-40992,0.009310333832860427,-5.764672746436802e-09,0.18333333333333332,0.0,0.0,0.0,0.9783471117852837
2024-02-16,2524.42,2562.37,2484.09,2528.35,0.99,5.34,6.29,2514.07,2436.35,21243781679711,1524632616,1495844821,28.4518403490314,271543,314128,1254,-1002,-1046,801,2648,-25730,-551303,311557,-6067,305490,577032,-45239,-40992,0.008368384682061409,1.4460857973742477e-08,0.6166666666666667,0.0,0.0,0.0,0.9783471117852837
2024-02-19,2528.92,2590.74,2508.21,2559.32,1.22,7.38,8.46,2526.31,2446.83,20154726028628,1589199954,1494414050,28.6499657684834,312188,296092,-45993,-6797,-8535,-3673,59276,-39217,-895706,627353,-4620,622735,934923,21818,-40992,0.00022544347103848903,2.945034617157003e-08,0.8166666666666667,0.0,0.0,0.0,0.9783471117852837
2024-02-20,2556.78,2586.6,2501.59,2541.53,-0.7,6.63,6.77,2528.34,2454.74,21130619312951,1690280764,1506553448,28.5503310946338,-444141,-294759,-25566,-46635,-102,-8400,-1319,21003,255454,166583,1101,167684,-276457,-67361,-40992,-0.0009924511198286903,8.011307620026526e-09,0.48333333333333334,0.0,-0.0,-0.0,0.9783471117852837
2024-02-21,2537.68,2581.73,2502.71,2535.29,-0.25,6.37,5.8,2533.59,2462.48,23261156729800,1790210262,1524083190,28.4923271508866,59965,16860,-25746,-6227,-277,4559,61457,17414,133732,-211511,402,-211111,-151145,9339,-40992,-0.0015148355518134209,-9.947830622723932e-09,0.11666666666666667,0.0,-0.0,-0.0,0.9783471117852837
2024-02-22,2555.41,2587.31,2509.46,2547.64,0.49,7.02,6.29,2542.43,2470.17,22599623692883,1813584823,1531754784,28.5322942920937,99387,111282,-16382,6059,-669,4903,-41691,-76583,-237523,222982,-8261,214719,314106,35884,-40992,0.007935975766085889,1.0286105286844161e-08,0.55,0.0,0.0,0.0,0.9783471117852837
2024-02-23,2569.15,2608.9,2523.91,2551.7,0.16,6.6,6.43,2547.1,2478.66,22960215180964,1816382381,1546027843,28.5864773036451,-145816,45238,-30021,-24405,-10411,-3002,-12985,-7190,119084,33751,172,33923,-111893,-110229,-40992,0.00844310813144723,1.5326546913764907e-09,0.31666666666666665,0.0,0.0,0.0,0.9783471117852837
2024-02-26,2540.63,2582.61,2493.71,2534.42,-0.68,6.06,6.42,2542.12,2486.43,21050255314508,1834240954,1559293238,28.5170560088751,-149929,-11914,-27383,-55128,2078,2066,-11652,-30180,62532,121379,-3802,117577,-32352,-47995,-40992,-0.00433828428106741,5.467430402176504e-09,0.5,0.0,-0.0,-0.0,0.9783471117852837
2024-02-27,2535.52,2570.53,2485.17,2511.13,-0.92,5.08,5.62,2536.04,2492.5,21388787952493,1795058988,1576734903,28.5621835542946,-158748,75777,-18066,-73737,-1646,4670,-36427,28734,82391,48588,-965,47623,-111125,-109319,-40992,0.00043402435271182717,2.1835333014978037e-09,0.38333333333333336,0.0,0.0,0.0,0.9783471117852837
2024-02-28,2512.93,2576.39,2485.15,2538.98,1.11,6.25,5.69,2536.77,2499.36,21366790016128,1687758279,1572767385,28.6107063639295,23209,-5651,11788,16099,-5447,137,40588,57055,-694818,614857,-302,614554,637763,-34306,-40992,0.0007168087673675704,2.81101458928299e-08,0.8,0.0,0.0,0.0,0.9783471117852837
2024-02-29,2526.04,2574.21,2486.98,2531.44,-0.3,5.39,5.47,2533.53,2505.91,22135183556463,1647295268,1577510453,28.6818452926406,-620083,-529405,-6159,-33816,-6268,-29624,17906,3036,446053,172924,-1930,170994,-449089,-32718,-40992,-0.005096534828947079,7.939487772156663e-09,0.5,0.0,-0.0,-0.0,0.9783471117852837
